resourceId,name,area,description,resourceCategoryId,resourceModel,feeScheduleId,order,maxStay,minCapacity,maxCapacity,zoneCapacity,allowedEquipment,availability,campground,equipmentBucket,mapIds,Adjacent To,Alcohol Permitted,Barrier Free,Charcoal Barbeque,Conditions,Cooking Facilities,Dogs Allowed,Double Site,Electrical Service,Fee Type,Fire Pit Available,Fire Pit Location,Ground Cover,Obstructions,Off-Site Vehicle Parking,On-Site Vehicle Parking,Outlet Distance (m),Pad Slope,Park-Private,Privacy,Pull-through,Quality,Restrictions,Roofed Barrier Free,Rooms,Service Type,Shower Type,Site Length (m),Site Shade,Site Width (m),Sleeping Configuration,Toilet,Water Tap,photo1,photo2,photo3,photo4,photo5,photo6
-2147481767,816,,,-2147483648,0,-32763,10020,,1,6,,2,Walk-in,Sites #700-848 (106),Tent only,-2147483608,"Privy, Campsite (less than 100m)",,No,,,,,No,,Regular Rate,,Back Centre,Sand,,1,2,,Slight,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,15.0,Partial Shade - PM Sun,9.0,,,,https://reservations.ontarioparks.ca/images/9be42e3b-10b0-40c3-98d5-0b6e340aa636.jpg,https://reservations.ontarioparks.ca/images/051e7560-0efe-49bf-821d-7dbc82fb401a.jpg,,,,
-2147481756,817,,,-2147483648,0,-32763,10030,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,Slight,,Poor,No,Average,"Radio Free, Generator Free",,,Non-Electric,,17.0,No Shade/Full Sun,13.0,,,,https://reservations.ontarioparks.ca/images/d113e201-4c6c-49c4-a257-91601bdab1b6.jpg,https://reservations.ontarioparks.ca/images/060bb953-4107-488a-b8d1-71027804d06d.jpg,,,,
-2147481806,818,,,-2147483648,0,-32763,10040,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,"Poor Drainage, Corner Site",,,No,,Regular Rate,,Middle Right,"Grass, Soil",,1,1,,None,Yes,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,8.0,Partial Shade - PM Sun,12.0,,,,https://reservations.ontarioparks.ca/images/1ef8b599-dc1d-4ac4-b88b-2567d2c6c1b4.jpg,,,,,
-2147481976,819,,,-2147483648,0,-32763,10050,,1,6,,2,Walk-in,Sites #700-848 (106),Trailer / motorhome,-2147483608,Campsite (less than 100m),,No,,Corner Site,,,No,,Regular Rate,,Middle Right,"Grass, Soil",,1,2,,None,,Poor,No,Poor,"Radio Free, Generator Free",,,Non-Electric,,18.0,Partial Shade - PM Sun,17.0,,,,https://reservations.ontarioparks.ca/images/4dbe5af2-6334-430f-b1c6-cfffd3cd389e.jpg,,,,,
-2147481884,820,,,-2147483648,0,-32763,10060,,1,6,,2,Walk-in,Sites #700-848 (106),Tent only,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,Moderate,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,11.0,Partial Shade - PM Sun,10.0,,,,https://reservations.ontarioparks.ca/images/36649110-9704-4f3f-b668-cdc78284656e.jpg,https://reservations.ontarioparks.ca/images/5673d3b1-49cf-4ff6-b60b-3b2c394a8ad7.jpg,,,,
-2147481918,821,,,-2147483648,0,-32763,10070,,1,6,,4,Walk-in,Sites #700-848 (106),Trailer / motorhome,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Left,Grass,,1,2,,Slight,,Good,No,Average,"Radio Free, Generator Free",,,Non-Electric,,18.0,Partial Shade - PM Sun,12.0,,,,https://reservations.ontarioparks.ca/images/9df82ada-0be8-43fa-bf56-3e17fd79de64.jpg,https://reservations.ontarioparks.ca/images/25cab0c7-044e-491a-a695-b9fde42b6ff0.jpg,,,,
-2147481612,822,,,-2147483648,0,-32763,10080,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Right,"Grass, Soil",,1,2,,None,,Good,No,Average,"Radio Free, Generator Free",,,Non-Electric,,14.0,No Shade/Full Sun,11.0,,,,https://reservations.ontarioparks.ca/images/04f5492e-56d5-472f-a734-0669fb2c7ad5.jpg,https://reservations.ontarioparks.ca/images/915e9431-be81-480c-9460-cdbebed00253.jpg,,,,
-2147481798,823,,,-2147483648,0,-32763,10090,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,None,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,17.0,Full Shade,10.0,,,,https://reservations.ontarioparks.ca/images/b30df72b-ab96-4b34-aa4b-b472b578a0e6.jpg,https://reservations.ontarioparks.ca/images/0797d6dc-5807-48a5-916b-a45bf458aeb9.jpg,,,,
-2147481814,824,,,-2147483648,0,-32763,10100,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,Severe,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,14.0,Partial Shade - PM Sun,12.0,,,,https://reservations.ontarioparks.ca/images/33cb27b1-b3c7-45aa-abfa-fff87696eaee.jpg,https://reservations.ontarioparks.ca/images/5ee185d8-b918-46a2-9a42-5ab45b657337.jpg,,,,
-2147481564,825,,,-2147483648,0,-32763,10110,,1,6,,3,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,"Privy, Campsite (less than 100m)",,No,,,,,No,,Regular Rate,,Back Right,Sand,Tree(s),1,2,,None,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,12.0,Full Shade,13.0,,,,https://reservations.ontarioparks.ca/images/a39b618d-cb02-4689-ab4f-27f73615f6cc.jpg,https://reservations.ontarioparks.ca/images/2e52364a-457e-49ed-9d98-2ca91d539f27.jpg,https://reservations.ontarioparks.ca/images/0dd4e1e5-abba-4f31-9bc1-5a3651e84f0e.jpg,,,
-2147481924,826,,,-2147483648,0,-32763,10120,,1,6,,4,Walk-in,Sites #700-848 (106),Trailer / motorhome,-2147483608,Campsite (less than 100m),,No,,Poor Drainage,,,No,,Regular Rate,,Back Right,Soil,,1,2,,Slight,,Average,No,Good,"Radio Free, Generator Free",,,Non-Electric,,18.0,Partial Shade - PM Sun,13.0,,,,https://reservations.ontarioparks.ca/images/7a4482d7-d41f-4f7f-a981-8818a673ed40.jpg,https://reservations.ontarioparks.ca/images/75ee6666-f9ec-466f-a82b-bc04d46c8d32.jpg,,,,
-2147481562,827,,,-2147483648,0,-32763,10130,,1,6,,3,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,Corner Site,,,No,,Regular Rate,,Back Right,Grass,,1,2,,,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,9.0,No Shade/Full Sun,14.0,,,,https://reservations.ontarioparks.ca/images/545dd587-316e-45a8-a9c0-0a5d2da92ecb.jpg,https://reservations.ontarioparks.ca/images/53324702-655d-44e0-b060-5c75fd9f505f.jpg,,,,
-2147481948,828,,,-2147483648,0,-32763,10140,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,Poor Drainage,,,No,,Regular Rate,,Back Right,"Grass, Soil",,1,2,,None,,Good,No,Average,"Radio Free, Generator Free",,,Non-Electric,,14.0,Full Shade,9.0,,,,https://reservations.ontarioparks.ca/images/a0b71f8d-8146-47a6-90c8-8ffb7ca0d1d9.jpg,https://reservations.ontarioparks.ca/images/952eee22-9dd1-4f3f-bde1-165a7216c662.jpg,,,,
-2147481758,829,,,-2147483648,0,-32763,10150,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,Corner Site,,,No,,Regular Rate,,Back Centre,"Grass, Soil",,1,2,,Slight,,Good,No,Average,"Radio Free, Generator Free",,,Non-Electric,,15.0,No Shade/Full Sun,9.0,,,,https://reservations.ontarioparks.ca/images/664293a0-ac10-4f1f-baed-1802d46ca450.jpg,https://reservations.ontarioparks.ca/images/73147b51-d2b4-432d-98a3-09384ad367a4.jpg,,,,
-2147481810,830,,,-2147483648,0,-32763,10160,,1,6,,2,Walk-in,Sites #700-848 (106),Tent only,-2147483608,"Water Tap, Campsite (less than 100m)",,No,,,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,Slight,,Average,No,Poor,"Radio Free, Generator Free",,,Non-Electric,,12.0,Full Shade,10.0,,,,https://reservations.ontarioparks.ca/images/c6c0ef34-6dc5-41bd-9b3c-b6f74051279d.jpg,https://reservations.ontarioparks.ca/images/5aefdf1b-0858-46dd-a42a-70cf4b8ff3d5.jpg,,,,
-2147481717,831,,,-2147483648,0,-32763,10170,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,"Water Tap, Campsite (less than 100m)",,No,,,,,No,,Regular Rate,,Back Left,Soil,,1,2,,Uneven,,Average,No,Good,"Radio Free, Generator Free",,,Non-Electric,,14.0,Full Shade,16.0,,,,https://reservations.ontarioparks.ca/images/62f65202-2cdd-4ed2-80c4-df13a90d1dc2.jpg,https://reservations.ontarioparks.ca/images/bbbc05ff-0c93-4a7f-a1cd-c7d0cc91a0c5.jpg,,,,
-2147481992,832,,,-2147483648,0,-32763,10180,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Middle Left,Soil,Branches,1,2,,None,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,14.0,Partial Shade - PM Sun,11.0,,,,https://reservations.ontarioparks.ca/images/05084127-d165-4adf-a9e2-6a7fdad8e8cf.jpg,https://reservations.ontarioparks.ca/images/e44bc6cf-3192-4ad7-b3ed-383fdd490470.jpg,,,,
-2147481892,833,,,-2147483648,0,-32763,10190,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,None,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,14.0,Partial Shade - AM Sun,11.0,,,,https://reservations.ontarioparks.ca/images/d750151c-39ec-4b66-8c5c-ca3c578d580e.jpg,https://reservations.ontarioparks.ca/images/5026c22d-0776-404a-9d7e-8133b7fed8f4.jpg,,,,
-2147481625,834,,,-2147483648,0,-32763,10200,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Right,Soil,,1,2,,Slight,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,14.0,Partial Shade - PM Sun,12.0,,,,https://reservations.ontarioparks.ca/images/c2a0852c-a65d-404b-9c57-041388e2eea9.jpg,https://reservations.ontarioparks.ca/images/95d67eae-b027-4585-86d9-a8ebfac1066a.jpg,,,,
-2147481982,835,,,-2147483648,0,-32763,10210,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Centre,Soil,,1,2,,None,,Good,No,Average,"Radio Free, Generator Free",,,Non-Electric,,17.0,Partial Shade - PM Sun,13.0,,,,https://reservations.ontarioparks.ca/images/2f2186db-5533-4761-a16c-75b42a07cee8.jpg,,,,,
-2147481792,836,,,-2147483648,0,-32763,10220,,1,6,,2,Walk-in,Sites #700-848 (106),Tent only,-2147483608,"Multi-Use Trail, Campsite (less than 100m)",,No,,"Poor Drainage, Corner Site",,,No,,Regular Rate,,Back Centre,"Grass, Soil",,1,2,,None,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,13.0,Partial Shade,13.0,,,,https://reservations.ontarioparks.ca/images/dafeeba0-ff17-4d3e-83e3-586e8e968782.jpg,https://reservations.ontarioparks.ca/images/b1c693b0-ced0-416c-92de-057536504d59.jpg,,,,
-2147481570,837,,,-2147483648,0,-32763,10230,,1,6,,4,Walk-in,Sites #700-848 (106),Trailer / motorhome,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Middle Left,Soil,,1,2,,None,,Good,No,Average,"Radio Free, Generator Free",,,Non-Electric,,18.0,Partial Shade,13.0,,,,https://reservations.ontarioparks.ca/images/767bfe4e-a7b6-4d10-a684-f5b3a4a708be.jpg,https://reservations.ontarioparks.ca/images/0b2edd51-9b8b-476f-b292-2136f24c6740.jpg,,,,
-2147481877,838,,,-2147483648,0,-32763,10240,,1,6,,4,Walk-in,Sites #700-848 (106),Trailer / motorhome,-2147483608,"Multi-Use Trail, Campsite (less than 100m)",,No,,,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,None,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,18.0,Partial Shade,14.0,,,,https://reservations.ontarioparks.ca/images/35dfd80e-7d73-4e89-9cde-66812ee6dd7b.jpg,https://reservations.ontarioparks.ca/images/b9efb4d9-c613-46a6-b791-abbe662124ce.jpg,,,,
-2147482021,839,,,-2147483648,0,-32763,10250,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,"Multi-Use Trail, Campsite (less than 100m)",,No,,Poor Drainage,,,No,,Regular Rate,,Back Right,"Grass, Soil",,1,2,,None,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,17.0,Partial Shade - PM Sun,14.0,,,,https://reservations.ontarioparks.ca/images/2b33019e-5c20-4fda-af94-d5d6cad8c586.jpg,https://reservations.ontarioparks.ca/images/8642d587-8edf-49cd-84f4-2cddef132e78.jpg,,,,
-2147481714,840,,,-2147483648,0,-32763,10260,,1,6,,2,Walk-in,Sites #700-848 (106),Tent only,-2147483608,"Water Tap, Multi-Use Trail, Campsite (less than 100m)",,No,,,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,Slight,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,13.0,Partial Shade - PM Sun,13.0,,,,https://reservations.ontarioparks.ca/images/9dbac054-9534-4f28-bc56-72fd55df5ab5.jpg,https://reservations.ontarioparks.ca/images/4622fe43-a5c6-458e-b065-7a350c65f555.jpg,,,,
-2147481913,841,,,-2147483648,0,-32763,10270,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,Poor Drainage,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,Uneven,,Good,No,Good,"Radio Free, Generator Free",,,Non-Electric,,14.0,No Shade/Full Sun,12.0,,,,https://reservations.ontarioparks.ca/images/c43c0cde-f6a2-4d59-b776-424afee159b7.jpg,https://reservations.ontarioparks.ca/images/e3837991-6199-45a0-8d70-9e4700b2198c.jpg,,,,
-2147481943,842,,,-2147483648,0,-32763,10280,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Right,Soil,,1,2,,Slight,,Good,No,Average,"Radio Free, Generator Free",,,Non-Electric,,17.0,Partial Shade - PM Sun,11.0,,,,https://reservations.ontarioparks.ca/images/f0f895a9-70fb-47a8-aee1-31e7d72884c8.jpg,https://reservations.ontarioparks.ca/images/b6c1eec3-ef8e-478a-ad4e-b6dd6a78a8fc.jpg,,,,
-2147481871,843,,,-2147483648,0,-32763,10290,,1,6,,2,Walk-in,Sites #700-848 (106),Tent only,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Right,Soil,Tree(s),1,2,,Uneven,,Average,No,Poor,"Radio Free, Generator Free",,,Non-Electric,,14.0,Partial Shade - PM Sun,13.0,,,,https://reservations.ontarioparks.ca/images/1ea93697-6c7c-41e5-a9a0-29131a91ea26.jpg,,,,,
-2147481763,844,,,-2147483648,0,-32763,10300,,1,6,,3,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Left,Soil,Branches,1,2,,None,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,11.0,Partial Shade - PM Sun,11.0,,,,https://reservations.ontarioparks.ca/images/697281d3-f9b8-4fed-a8da-e1119ddff36f.jpg,https://reservations.ontarioparks.ca/images/c0d07d57-d99e-497a-aa14-75d9b6827b70.jpg,,,,
-2147481609,845,,,-2147483648,0,-32763,10310,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,"Poor Drainage, Corner Site",,,No,,Regular Rate,,Back Right,"Grass, Soil",,1,2,,Slight,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,14.0,Partial Shade - PM Sun,16.0,,,,https://reservations.ontarioparks.ca/images/2b0def22-e271-4411-a5b3-b01d8e503713.jpg,https://reservations.ontarioparks.ca/images/4e64f508-07aa-42e8-bbba-4211012e3a92.jpg,,,,
-2147481532,846,,,-2147483648,0,-32763,10320,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Right,"Grass, Soil",,1,2,,Moderate,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,14.0,Partial Shade - PM Sun,13.0,,,,https://reservations.ontarioparks.ca/images/ff55e365-5f63-434d-9884-03d23442cf21.jpg,https://reservations.ontarioparks.ca/images/92cee51e-7eb4-4946-95d2-96519f2c01ee.jpg,,,,
-2147481741,847,,,-2147483648,0,-32763,10330,,1,6,,4,Walk-in,Sites #700-848 (106),Trailer / motorhome,-2147483608,,,No,,Above Avg. Vehicular Traffic,,,No,,Regular Rate,,Middle Right,"Grass, Soil",,1,2,,Uneven,,Poor,No,Poor,"Radio Free, Generator Free",,,Non-Electric,,18.0,No Shade/Full Sun,14.0,,,,https://reservations.ontarioparks.ca/images/0dde18b4-f946-4ec3-a3c5-100707f7d77a.jpg,https://reservations.ontarioparks.ca/images/8a8490c0-10e5-4e98-a5bf-40848fda8192.jpg,,,,
-2147481874,848,,,-2147483648,0,-32763,10340,,1,6,,4,Walk-in,Sites #700-848 (106),Small trailer / pop-up,-2147483608,Campsite (less than 100m),,No,,Above Avg. Vehicular Traffic,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,Slight,,Average,No,Average,"Radio Free, Generator Free",,,Non-Electric,,16.0,No Shade/Full Sun,11.0,,,,https://reservations.ontarioparks.ca/images/a76a3144-00b5-4bb7-95c3-1cd6bc419b77.jpg,https://reservations.ontarioparks.ca/images/ffaca97e-29dd-4b2d-86e7-0da5566ab71c.jpg,,,,
-2147481866,900,,,-2147483648,0,-32763,10350,,1,6,,4,Walk-in,Sites #900-965 (66),RV / big rig,-2147483607,"Comfort Station With Showers, Campsite (less than 100m)",,No,,Poor Drainage,,,No,,Regular Rate,,Middle Left,Grass,,1,2,,None,,Average,No,Average,,,,Non-Electric,,25.0,Partial Shade - PM Sun,12.0,,,,https://reservations.ontarioparks.ca/images/119a4d26-8f3b-4b7b-a233-f90c0a2b81f4.jpg,https://reservations.ontarioparks.ca/images/b2094523-79f4-4fa4-8420-34888df5ed5e.jpg,https://reservations.ontarioparks.ca/images/dc0dea77-1169-416e-a99f-0082303cb784.jpg,,,
-2147481867,901,,,-2147483648,0,-32763,10360,,1,6,,3,Walk-in,Sites #900-965 (66),RV / big rig,-2147483607,"Vehicle Parking, Comfort Station With Showers",,No,,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic, Corner Site",,,No,,Regular Rate,,Back Centre,Grass,,1,2,,,,Average,No,Average,,,,Non-Electric,,25.0,Partial Shade,8.0,,,,https://reservations.ontarioparks.ca/images/8e7c0a1f-b166-477e-9bb6-3e9ff4305697.jpg,https://reservations.ontarioparks.ca/images/52037524-8301-4e08-ae3c-76f2d1684977.jpg,,,,
-2147481671,902,,,-2147483648,0,-32763,10370,,1,6,,4,Walk-in,Sites #900-965 (66),Trailer / motorhome,-2147483607,,,No,,Poor Drainage,,,No,,Regular Rate,,Back Centre,"Grass, Soil",Tree(s),1,2,,None,,Good,No,Average,,,,Non-Electric,,22.0,Partial Shade,11.0,,,,https://reservations.ontarioparks.ca/images/537cd46e-4240-45ed-b4d0-70b726b91f86.jpg,https://reservations.ontarioparks.ca/images/933d8fe4-601e-4fe0-ae8d-10687d4c40bd.jpg,https://reservations.ontarioparks.ca/images/d570f9b9-3ac1-4af7-82d8-bf99417099e6.jpg,,,
-2147481795,903,,,-2147483648,0,-32763,10380,,1,6,,3,Walk-in,Sites #900-965 (66),Trailer / motorhome,-2147483607,"Vehicle Parking, Comfort Station With Showers",,No,,Above Avg. Vehicular Traffic,,,No,,Regular Rate,,Back Right,"Grass, Soil",,1,2,,None,,Average,No,Average,,,,Non-Electric,,22.0,Partial Shade - PM Sun,12.0,,,,https://reservations.ontarioparks.ca/images/bdda0f52-761e-4750-a8b0-d90511c80b7f.jpg,https://reservations.ontarioparks.ca/images/bcac0f13-361f-4df1-b220-4d4ec628b36e.jpg,https://reservations.ontarioparks.ca/images/7d7f7e84-1719-4903-9e2e-011cb773531a.jpg,,,
-2147481876,904,,,-2147483648,0,-32763,10390,,1,6,,4,Walk-in,Sites #900-965 (66),Trailer / motorhome,-2147483607,,,No,,Poor Drainage,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,Slight,,Average,No,Average,,,,Non-Electric,,18.0,Partial Shade - PM Sun,10.0,,,,https://reservations.ontarioparks.ca/images/78a96364-b346-4141-8ef4-0f58b1de43c0.jpg,https://reservations.ontarioparks.ca/images/4e731aa8-17f5-46a5-939d-d9a3879a0a73.jpg,https://reservations.ontarioparks.ca/images/780a88ed-7374-4893-8d28-bafb05c993b3.jpg,,,
-2147481937,905,,,-2147483648,0,-32763,10400,,1,6,,4,Walk-in,Sites #900-965 (66),RV / big rig,-2147483607,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Centre,"Grass, Soil",,1,2,,None,,Average,No,Average,,,,Non-Electric,,28.0,Partial Shade - PM Sun,9.0,,,,https://reservations.ontarioparks.ca/images/f9d62364-2159-4908-aac3-8464a94d82b3.jpg,https://reservations.ontarioparks.ca/images/cfc4f78f-e1ff-4578-b307-138ace66fffd.jpg,https://reservations.ontarioparks.ca/images/67da5fa7-90f5-408a-b563-f8c5c4c3eace.jpg,,,
-2147481954,906,,,-2147483648,0,-32763,10410,,1,6,,4,Walk-in,Sites #900-965 (66),Trailer / motorhome,-2147483607,,,No,,Above Avg. Vehicular Traffic,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,None,,Average,No,Average,,,,Non-Electric,,18.0,Full Shade,11.0,,,,https://reservations.ontarioparks.ca/images/0524e26d-2a64-46b3-a877-1683cf27a37b.jpg,https://reservations.ontarioparks.ca/images/5a07e9e7-211b-40e2-8f9a-848f77af3d69.jpg,https://reservations.ontarioparks.ca/images/f16640ee-7a6f-4b3f-ba62-0191d0e7b03a.jpg,,,
-2147481963,907,,,-2147483648,0,-32763,10420,,1,6,,4,Walk-in,Sites #900-965 (66),Small trailer / pop-up,-2147483607,,,No,,,,,No,,Regular Rate,,Back Right,"Grass, Soil",,1,2,,None,,Average,No,Average,,,,Non-Electric,,14.0,Partial Shade - PM Sun,12.0,,,,https://reservations.ontarioparks.ca/images/2bbfc1bd-0bc0-4cad-a4e6-2c3b6b4d833c.jpg,https://reservations.ontarioparks.ca/images/afc152cc-e20a-46fc-adb6-9101167cd76a.jpg,https://reservations.ontarioparks.ca/images/4e644013-bea9-40a2-b37a-ce0b60569e30.jpg,,,
-2147481524,908,,,-2147483648,0,-32763,10430,,1,6,,3,Walk-in,Sites #900-965 (66),Trailer / motorhome,-2147483607,,,No,,,,,No,,Regular Rate,,Back Right,"Grass, Soil",,1,2,,None,,Average,No,Average,,,,Non-Electric,,22.0,Partial Shade,8.0,,,,https://reservations.ontarioparks.ca/images/e130c646-5039-4a2b-926c-21bc717bc84f.jpg,https://reservations.ontarioparks.ca/images/aec31535-eb31-4068-a72f-c24ed9c73c1b.jpg,,,,
-2147481831,909,,,-2147483648,0,-32763,10440,,1,6,,3,Walk-in,Sites #900-965 (66),Small trailer / pop-up,-2147483607,,,No,,,,,No,,Regular Rate,,Back Right,"Grass, Soil",,1,2,,,,Poor,No,Average,,,,Non-Electric,,12.0,Partial Shade - PM Sun,14.0,,,,https://reservations.ontarioparks.ca/images/265e01b9-21c2-4be8-a1ca-48e17255bd61.jpg,https://reservations.ontarioparks.ca/images/ce28c7a6-0f54-4e80-90f7-fae35f2643be.jpg,https://reservations.ontarioparks.ca/images/9c00a73c-5674-48ed-a524-ae197b0c8764.jpg,,,
-2147481848,910,,,-2147483648,0,-32763,10450,,1,6,,2,Walk-in,Sites #900-965 (66),Trailer / motorhome,-2147483607,Vehicle Parking,,No,,,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,None,,Average,No,Average,,,,Non-Electric,,18.0,Partial Shade,13.0,,,,https://reservations.ontarioparks.ca/images/a1cbfc9b-5ea0-413d-beb3-c4e5fc0c16da.jpg,https://reservations.ontarioparks.ca/images/e91bbc66-7b54-4d39-a273-4a7b5bc3f1a4.jpg,https://reservations.ontarioparks.ca/images/c20914fe-7d72-4a19-a27a-973a904916c1.jpg,,,
-2147481530,911,,,-2147483648,0,-32763,10460,,1,6,,2,Walk-in,Sites #900-965 (66),Tent only,-2147483607,,,No,,,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,None,,Average,No,Poor,,,,Non-Electric,,17.0,Partial Shade - PM Sun,12.0,,,,https://reservations.ontarioparks.ca/images/bf6409c1-2d5d-446e-8f71-b399de0d1c1a.jpg,https://reservations.ontarioparks.ca/images/8f2055b4-0d0f-43b9-9cba-9aeae5842cec.jpg,https://reservations.ontarioparks.ca/images/0f46149e-3eee-42f7-9851-46d90e5807e5.jpg,,,
-2147481623,912,,,-2147483648,0,-32763,10470,,1,6,,2,Walk-in,Sites #900-965 (66),Trailer / motorhome,-2147483607,Privy,,No,,Poor Drainage,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,None,,Average,No,Average,,,,Non-Electric,,18.0,Partial Shade - PM Sun,17.0,,,,https://reservations.ontarioparks.ca/images/6ea08310-292e-4bd4-9e35-8ca2af7abfe4.jpg,https://reservations.ontarioparks.ca/images/f88008f8-a4dc-417b-84bf-fbff24d6f1e3.jpg,https://reservations.ontarioparks.ca/images/5011f9df-5143-41ae-9e7e-80b670a5073c.jpg,,,
-2147481733,913,,,-2147483648,0,-32763,10480,,1,6,,1,Walk-in,Sites #900-965 (66),Tent only,-2147483607,,,No,,Corner Site,,,No,,Regular Rate,,Back Centre,"Grass, Soil",,1,2,,None,,Poor,No,Poor,,,,Non-Electric,,14.0,Partial Shade - PM Sun,14.0,,,,https://reservations.ontarioparks.ca/images/a9c00d68-8470-4b3a-b0e3-5e5ba030277b.jpg,https://reservations.ontarioparks.ca/images/6614593d-1314-4771-9135-5fe8eea90c35.jpg,https://reservations.ontarioparks.ca/images/68f45244-ef9e-4161-8587-e395433ce96f.jpg,,,
